#ID,Zone,Realm,Image
0,0,0,
1,0,0,
2,0,0,
3,0,0,
4,0,0,
5,0,0,
6,0,0,
7,0,0,
8,0,0,
9,0,0,
10,0,0,
11,0,0,
12,0,0,
13,0,0,
14,0,0,
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,6,0
52,6,0
53,6,0
54,6,0
55,6,0
56,6,0
57,6,0
58,6,0
59,6,0
60,6,0
61,11,0
62,11,0
63,11,0
64,11,0
65,11,0
66,11,0
67,11,0
68,11,0
69,11,0
70,11,0
71,1,0
72,1,0
73,1,0
74,1,0
75,1,0
76,1,0
77,1,0
78,1,0
79,1,0
80,1,0
81,7,0
82,7,0
83,7,0
84,7,0
85,7,0
86,7,0
87,7,0
88,7,0
89,7,0
90,7,0
91,2,0
92,2,0
93,2,0
94,2,0
95,2,0
96,2,0
97,2,0
98,2,0
99,2,0
100,2,0
101,2,0
102,2,0
103,2,0
104,2,0
105,2,0
106,8,0
107,8,0
108,8,0
109,8,0
110,8,0
111,8,0
112,8,0
113,8,0
114,8,0
115,8,0
116,8,0
117,8,0
118,8,0
119,8,0
120,8,0
121,9,0
122,9,0
123,9,0
124,9,0
125,9,0
126,9,0
127,9,0
128,9,0
129,9,0
130,9,0
131,9,0
132,9,0
133,9,0
134,9,0
135,9,0
136,3,0
137,3,0
138,3,0
139,3,0
140,3,0
141,3,0
142,3,0
143,3,0
144,3,0
145,3,0
146,3,0
147,3,0
148,3,0
149,3,0
150,3,0
151,5,0
152,5,0
153,5,0
154,5,0
155,5,0
156,5,0
157,5,0
158,5,0
159,5,0
160,5,0
161,5,0
162,5,0
163,5,0
164,5,0
165,5,0
166,260,0
167,260,0
168,260,0
169,260,0
170,260,0
171,260,0
172,260,0
173,260,0
174,260,0
175,260,0
176,106,0
177,106,0
178,106,0
179,106,0
180,106,0
181,106,0
182,106,0
183,106,0
184,106,0
185,106,0
186,100,0
187,100,0
188,100,0
189,100,0
190,100,0
191,100,0
192,100,0
193,100,0
194,100,0
195,100,0
196,101,0
197,101,0
198,101,0
199,101,0
200,101,0
201,101,0
202,101,0
203,101,0
204,101,0
205,101,0
206,107,0
207,107,0
208,107,0
209,107,0
210,107,0
211,107,0
212,107,0
213,107,0
214,107,0
215,107,0
216,102,0
217,102,0
218,102,0
219,102,0
220,102,0
221,102,0
222,102,0
223,102,0
224,102,0
225,102,0
226,102,0
227,102,0
228,102,0
229,102,0
230,102,0
231,108,0
232,108,0
233,108,0
234,108,0
235,108,0
236,108,0
237,108,0
238,108,0
239,108,0
240,108,0
241,108,0
242,108,0
243,108,0
244,108,0
245,108,0
246,109,0
247,109,0
248,109,0
249,109,0
250,109,0
251,109,0
252,109,0
253,109,0
254,109,0
255,109,0
256,109,0
257,109,0
258,109,0
259,109,0
260,109,0
261,103,0
262,103,0
263,103,0
264,103,0
265,103,0
266,103,0
267,103,0
268,103,0
269,103,0
270,103,0
271,103,0
272,103,0
273,103,0
274,103,0
275,103,0
276,105,0
277,105,0
278,105,0
279,105,0
280,105,0
281,105,0
282,105,0
283,105,0
284,105,0
285,105,0
286,105,0
287,105,0
